idno	univ	year	public_support_research	lecture_community_science	conference_ceremony_scientific	held_students_scientists	including_years_new	world_development_data	share_donation_team	international_staff_work	education_members_award	visit_education_technology	issues_generous_engineering	lectures_campus_theory	more_service_first	scholars_today_such	participants_services_applications	chinese_activities_field	event_various_systems	details_social_biomedical	invited_year_more	series_establishment_development	speakers_more_project	members_held_information	amp_projects_molecular	development_many_sciences	http_society_including	opening_university_physics	local_including_projects	today_family_years	exchange_alumni_world	first_chinese_analysis	please_guests_awarded	challenges_gratitude_computing	organized_professional_medicine	experts_new_scholars	forum_efforts_important	knowledge_outstanding_international	promote_amp_chemistry	social_promoting_software	economic_commitment_scientist	views_past_materials	global_appreciation_many	community_teaching_awards	session_contribution_laboratory	symposium_donations_technologies	campus_set_fields	different_serving_leading	keynote_student_spatial	experience_people_researchers	other_first_outstanding	research_recognition_computer
cu0525	CUHK	2007	0	0	0	0	0	0.330602467060089	0	0	0	0	0	0	0	0	0	0	0.202737122774124	0.0222548041492701	0	0	0	0	0	0	0.258890777826309	0	0	0.0652072429656982	0	0	0	0	0	0	0	0	0	0	0	0.113627731800079	0	0	0	0	0	0	0	0	0	0
cu0529	CUHK	2007	0	0.199808657169342	0	0	0	0	0	0.358359932899475	0.0271776374429464	0	0	0	0	0.407204419374466	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cu0533	CUHK	2007	0	0	0	0	0	0	0.0964548587799072	0	0	0	0	0	0	0	0	0	0.104474432766438	0	0	0	0	0	0	0	0.46657982468605	0.124143995344639	0	0	0	0	0	0.0149223869666457	0	0	0.15848296880722	0	0	0	0	0	0	0.0272888485342264	0	0	0	0	0	0	0	0
cu0534	CUHK	2007	0	0.110447488725185	0.142723590135574	0	0	0	0	0	0	0	0	0	0.0430854894220829	0.225170627236366	0	0	0	0.106850638985634	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0940134152770042	0	0	0	0	0	0	0	0	0	0.0385991670191288	0.232835739850998	0	0
cu0536	CUHK	2007	0	0	0	0.20231819152832	0	0	0	0.523864209651947	0.0272978544235229	0	0	0	0	0	0.0765629485249519	0	0	0	0	0	0	0	0	0	0	0	0	0.0656232610344887	0	0	0.0508356504142284	0	0	0	0	0	0	0.036750502884388	0	0	0	0	0	0	0	0	0	0	0	0
cu0537	CUHK	2007	0	0	0	0	0	0	0	0.313207894563675	0	0	0	0	0	0	0	0	0	0	0.0802294313907623	0	0	0	0	0	0	0	0	0.400543868541717	0	0	0	0	0	0	0	0	0	0	0.18279130756855	0	0	0	0	0.0153256803750992	0	0	0	0	0	0
cu0538	CUHK	2007	0.0635428950190544	0.163596510887146	0.177809163928032	0	0	0	0	0	0.107381820678711	0	0.0385704562067986	0	0	0	0.0708621144294739	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.370157837867737	0	0	0	0	0	0	0	0	0	0	0	0
cu0540	CUHK	2007	0.0926949605345726	0	0	0	0	0	0	0.259656459093094	0	0	0	0	0	0.0696306377649307	0	0	0	0	0	0	0	0	0	0.110527038574219	0	0	0	0	0	0	0	0	0	0	0	0	0.125740423798561	0.333177298307419	0	0	0	0	0	0	0	0	0	0	0	0
cu0541	CUHK	2007	0.110966302454472	0.139942497014999	0.178256392478943	0	0	0	0	0	0.106413580477238	0	0.0296130999922752	0	0	0	0.07722058147192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.349445819854736	0	0	0	0	0	0	0	0	0	0	0	0
cu0542	CUHK	2007	0.462937861680985	0	0	0	0	0	0	0.0309004243463278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.322435736656189	0	0.0171944983303547	0	0	0	0	0	0	0	0	0	0.0280044749379158	0	0.132005676627159	0	0	0	0	0	0	0	0	0	0	0	0
cu0544	CUHK	2007	0.111792251467705	0	0	0.0478186644613743	0	0	0	0	0	0	0	0	0	0	0	0	0.397942185401917	0	0	0	0.254416882991791	0	0	0	0.107103317975998	0	0	0	0	0	0	0	0	0	0.074388325214386	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cu0546	CUHK	2007	0.55864554643631	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.292909234762192	0	0.0138740884140134	0	0	0	0	0	0	0	0	0	0.0203199107199907	0	0.083073727786541	0.0255494527518749	0	0	0	0	0	0	0	0	0	0	0
cu0547	CUHK	2007	0	0	0	0	0	0	0.0168641451746225	0	0	0	0.0149418879300356	0	0	0	0	0	0.0828367918729782	0	0	0	0	0	0.147327497601509	0	0.0760362818837166	0	0	0	0	0.189300090074539	0.224154144525528	0	0	0.0614232569932938	0.157590389251709	0.0167551003396511	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cu0548	CUHK	2007	0	0.0591713711619377	0	0	0.142499476671219	0	0	0.478037536144257	0	0	0	0	0	0.108032055199146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0146216303110123	0	0	0	0.19310636818409	0	0	0	0	0	0	0	0	0	0	0	0
cu0549	CUHK	2007	0.118705652654171	0.0291103925555944	0.319429039955139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.26015704870224	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0859040766954422	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.177665621042252
cu0550	CUHK	2007	0	0	0	0	0	0.248385533690453	0	0	0	0	0.0621491372585297	0	0	0	0	0	0	0.0677603259682655	0	0	0	0	0	0.0201920680701733	0	0	0	0	0.0399930141866207	0	0	0	0.068893626332283	0	0.0730936899781227	0	0.0462613329291344	0	0	0	0	0.0635161623358727	0	0	0	0	0	0.302384674549103	0	0
cu0551	CUHK	2007	0	0.213778495788574	0.429925858974457	0	0	0	0	0	0	0	0	0	0	0	0	0	0.038929920643568	0	0	0.0178753565996885	0	0	0	0.175913691520691	0	0	0	0	0	0	0	0.0102709773927927	0	0	0.0433108918368816	0	0.0660109519958496	0	0	0	0	0	0	0	0	0	0	0	0	0
cu0554	CUHK	2007	0.603411376476288	0.130696177482605	0.106435723602772	0	0	0	0	0	0	0	0	0	0.0438681282103062	0.0217640083283186	0.0338474363088608	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0477600023150444	0	0	0	0	0	0	0	0	0	0	0	0
cu0555	CUHK	2007	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.416224360466003	0.392004907131195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.165798977017403	0	0	0	0	0.0222709961235523	0	0	0	0	0	0	0	0	0	0	0	0
cu0556	CUHK	2007	0.211282849311829	0.0820954963564873	0	0.652295827865601	0	0	0	0	0	0	0	0	0	0	0.0323982611298561	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0151821030303836	0	0	0	0	0	0	0
cu0557	CUHK	2007	0	0	0	0	0	0	0	0	0	0	0	0	0	0.464868366718292	0	0	0	0	0	0	0.525730550289154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cu0558	CUHK	2007	0	0.335354059934616	0	0.0586041584610939	0	0.0189642459154129	0	0	0	0	0	0	0	0	0.0272309090942144	0	0	0	0	0	0	0	0	0	0	0.419076085090637	0	0	0	0	0	0	0.0987962782382965	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0379573702812195	0
cu0560	CUHK	2007	0	0.0864794254302979	0	0	0	0	0	0.0421289950609207	0.244819939136505	0	0	0	0	0.0665513202548027	0	0	0	0	0	0	0	0	0	0	0.0691218078136444	0	0	0	0.0497790202498436	0.0867297053337097	0	0	0	0	0	0	0.29280897974968	0	0	0	0	0	0	0	0	0	0.0563894025981426	0	0	0
cu0561	CUHK	2007	0	0.132427632808685	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0326131731271744	0	0	0.0451493412256241	0	0	0	0	0	0	0	0	0	0	0	0	0	0.779183328151703	0	0	0	0	0	0	0	0	0	0	0	0
cu0562	CUHK	2007	0	0.463013559579849	0	0	0	0	0	0.243098601698875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.182514503598213	0	0	0	0	0	0	0	0	0	0.0119364401325583	0	0	0	0.087009035050869	0	0	0	0	0	0	0	0	0	0	0	0
cu0566	CUHK	2007	0.187019124627113	0.136636316776276	0	0	0	0	0	0.214733883738518	0	0	0	0	0	0	0.0217264015227556	0	0	0	0	0	0	0	0.026369359344244	0	0	0	0	0	0.100272804498672	0	0	0	0	0	0	0	0.200469359755516	0.102404780685902	0	0	0	0	0	0	0	0	0	0	0	0
cu0567	CUHK	2007	0	0.0717188939452171	0	0.0645619556307793	0	0	0	0	0	0	0	0	0	0.291590243577957	0	0	0	0	0.05406429246068	0	0	0	0.0615809075534344	0	0	0.179701372981071	0	0	0.0197214800864458	0	0	0	0	0	0.23496487736702	0.0113838436082006	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cu0569	CUHK	2007	0.0844636708498001	0	0	0	0	0	0	0	0	0	0	0	0	0.158851847052574	0	0	0	0	0	0	0	0	0	0	0	0.561032235622406	0	0	0	0	0	0	0	0	0.0678223446011543	0	0	0.111147612333298	0	0	0	0	0	0	0	0	0	0	0	0
cu0570	CUHK	2007	0.0822221264243126	0.116999544203281	0	0.195709869265556	0.142672926187515	0	0	0.0297693852335215	0	0.119750186800957	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.158569127321243	0	0	0	0	0.0338101498782635	0	0	0	0	0	0.116995371878147	0	0	0	0	0	0	0	0	0	0	0	0	0
cu0571	CUHK	2007	0.191915988922119	0	0	0	0	0	0	0	0	0	0	0	0	0.117385856807232	0	0	0	0	0.0212695095688105	0	0	0	0	0	0	0.509014368057251	0	0	0	0	0	0	0	0	0.0601113885641098	0	0	0.0866341963410378	0	0	0	0	0	0	0	0	0	0	0	0
cu0574	CUHK	2007	0	0	0	0	0	0	0.162665516138077	0	0	0	0	0	0	0	0	0.024865010753274	0	0	0.0416389890015125	0	0	0	0.103742726147175	0.100214697420597	0.0819120332598686	0	0	0	0	0	0.178194344043732	0	0	0.210240095853806	0	0.0381999015808105	0	0.0195077229291201	0	0.0191712602972984	0	0	0	0	0	0	0	0	0	0
cu0578	CUHK	2007	0	0.122286848723888	0	0.0329792015254498	0	0	0.125092431902885	0.16343192756176	0	0	0	0	0	0	0	0.0115769552066922	0	0	0	0.0227715969085693	0	0.0269379373639822	0.0399989075958729	0	0	0	0	0	0	0	0.1589545160532	0	0	0.162941783666611	0.117942921817303	0	0	0	0	0	0	0	0	0	0	0.0104930773377419	0	0	0	0
cu0579	CUHK	2007	0.103605657815933	0	0	0	0	0.0816007107496262	0	0.126963183283806	0	0	0	0	0	0	0.239118233323097	0	0	0	0	0.0967060327529907	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.245607599616051	0	0	0	0	0	0	0	0	0	0	0.0148387225344777	0.0760525092482567
cu0581	CUHK	2007	0	0.486698716878891	0	0.151401191949844	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.30080834031105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0464251525700092	0
cu0582	CUHK	2007	0	0	0	0	0	0	0	0	0	0	0	0	0.0716630667448044	0	0	0	0.240724265575409	0.0260915402323008	0	0	0.155933201313019	0	0	0	0.193978190422058	0	0	0	0	0	0	0	0	0	0	0	0.0390902943909168	0.189867377281189	0.0610576793551445	0	0	0	0	0	0	0	0	0	0	0
cu0583	CUHK	2007	0.488514333963394	0	0.267266392707825	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0989395827054977	0.0498148538172245	0	0	0	0	0	0	0	0	0	0	0	0.0891958028078079
cu0584	CUHK	2007	0	0	0	0.131941854953766	0	0	0	0	0	0	0	0	0.533870339393616	0	0.0229092836380005	0	0	0	0	0	0	0	0	0	0	0	0	0	0.265568286180496	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0230111684650183	0	0	0	0	0	0	0
cu0586	CUHK	2007	0.29471892118454	0	0	0	0	0.0725827217102051	0	0.0306361224502325	0	0	0	0	0.0265015829354525	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0570850670337677	0.201814576983452	0	0	0	0.309061825275421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cu0589	CUHK	2007	0.214195594191551	0	0.100329287350178	0	0	0	0	0	0	0	0	0	0	0.0121966041624546	0	0	0	0	0	0	0	0	0	0.0534084662795067	0	0	0	0	0	0	0	0	0	0	0	0	0	0.135237202048302	0	0	0	0	0.0181124527007341	0	0	0	0	0	0	0.458832561969757
cu0592	CUHK	2007	0.141772836446762	0.0811074078083038	0	0	0	0	0	0	0	0	0	0	0.0442515201866627	0	0	0	0	0	0	0	0	0	0	0.0602081045508385	0	0	0	0	0	0	0	0	0	0.0615252740681171	0	0	0	0.593386292457581	0	0	0	0	0	0	0	0	0	0	0	0
cu0596	CUHK	2007	0.0863945856690407	0.144584625959396	0	0	0	0	0	0	0	0	0	0	0	0	0.235566765069962	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.297789216041565	0.188351184129715	0	0	0	0	0	0.0341294184327126	0	0	0	0	0	0
cu0598	CUHK	2007	0.0233727935701609	0	0.0289952047169208	0	0	0	0	0.0363974757492542	0	0	0	0	0	0	0	0	0.656873762607574	0	0	0	0	0	0	0	0	0.0432496927678585	0	0	0	0	0.0582048110663891	0	0	0	0.100780487060547	0	0.0177170615643263	0	0	0	0	0	0	0	0	0	0	0	0	0.0320018194615841
cu0599	CUHK	2007	0.498476356267929	0	0	0	0	0	0	0.34402072429657	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0590897463262081	0	0	0	0	0	0	0	0.041665144264698	0	0	0	0	0	0.0291914157569408	0	0	0	0	0	0	0
cu0600	CUHK	2007	0	0	0	0	0	0	0	0.0416313670575619	0	0	0	0	0.206069722771645	0	0	0	0.0684262961149216	0	0	0	0.111464858055115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.501299142837524	0	0.0628762170672417	0	0	0	0	0	0	0	0	0	0
cu0605	CUHK	2007	0.0840051546692848	0.193494364619255	0	0	0	0	0	0	0	0	0	0	0.0608327388763428	0	0	0	0	0	0	0	0	0	0	0	0	0.0637366101145744	0	0	0	0	0	0	0	0	0	0	0	0.275355994701385	0	0.211026638746262	0	0	0	0	0	0	0.0840871706604958	0	0	0
cu0606	CUHK	2007	0	0	0	0.314591467380524	0	0	0	0	0	0	0	0	0.0153358858078718	0	0	0	0	0.30267009139061	0	0	0	0.0394964814186096	0.046929307281971	0	0	0.0126462569460273	0	0	0	0	0	0	0	0	0	0.193107783794403	0.0717310830950737	0	0	0	0	0	0	0	0	0	0	0	0	0
cu0607	CUHK	2007	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.175023749470711	0	0	0	0	0	0.0140608530491591	0	0.587921798229218	0.167648747563362	0	0	0	0	0	0	0	0	0.0511857941746712	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cu0608	CUHK	2007	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.379925578832626	0	0.0135723147541285	0	0	0	0	0	0.555990397930145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0441772527992725	0	0	0	0	0	0	0	0	0	0
cu0610	CUHK	2007	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.973930597305298	0	0	0	0	0	0	0	0	0	0	0	0
cu0611	CUHK	2007	0.212354898452759	0.18121075630188	0.0863103196024895	0	0.0522926598787308	0	0	0	0	0	0	0.0431181117892265	0	0	0	0	0	0	0	0	0	0.29045170545578	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.119548432528973	0	0	0	0	0	0	0	0	0	0	0	0
cu0612	CUHK	2007	0	0	0	0	0	0	0	0.24418394267559	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.667526662349701	0	0	0.0303812492638826	0	0	0	0	0	0	0	0.0362057946622372	0	0	0	0	0	0	0	0	0	0	0
cu0613	CUHK	2007	0.302700400352478	0.0961892008781433	0.176975354552269	0	0	0	0	0.0976941809058189	0	0	0	0	0	0.031668733805418	0.0690596029162407	0	0	0	0	0	0	0	0	0.0222448632121086	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0408370345830917	0	0.149163022637367
cu0614	CUHK	2007	0	0	0	0	0	0	0	0.310047745704651	0	0	0	0	0.0178805198520422	0	0	0	0	0	0	0	0.0513552278280258	0	0	0	0	0	0	0.570518314838409	0	0	0	0	0	0	0	0.0352969877421856	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cu0615	CUHK	2008	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.221369817852974	0	0	0	0	0	0	0.0542615875601769	0.248350352048874	0	0	0	0	0	0.0159881729632616	0.121056079864502	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.154294148087502	0	0.179496511816978
cu0616	CUHK	2008	0	0.042559489607811	0	0.0521087124943733	0	0	0	0.122319653630257	0	0	0	0	0.186004996299744	0.223199725151062	0.0726633742451668	0	0	0	0	0	0	0	0	0	0	0	0.0281114876270294	0	0.0172891821712255	0.025125402957201	0	0	0	0	0	0	0.0942922607064247	0	0	0	0	0	0	0	0	0	0	0.132898136973381	0	0
cu0618	CUHK	2008	0	0	0	0	0	0	0.066215768456459	0.245979592204094	0	0	0	0	0	0	0	0	0	0	0.0292574744671583	0	0	0	0.181841909885407	0	0.0293155051767826	0	0	0.137511968612671	0	0	0	0	0	0.258700370788574	0	0	0	0	0	0	0	0	0	0	0	0.0263974014669657	0.0224097296595573	0	0	0
cu0620	CUHK	2008	0.0291430540382862	0.243898943066597	0	0	0	0	0.0892212614417076	0.0449892543256283	0	0	0	0	0.0124225690960884	0	0.122451022267342	0.0863944441080093	0	0	0.0221887938678265	0	0	0	0	0	0	0.0290558729320764	0	0	0	0	0.154286161065102	0	0	0.0284754559397697	0.0726731643080711	0	0	0	0	0	0	0	0	0	0	0.0254659354686737	0.0335925966501236	0	0	0
cu0621	CUHK	2008	0.0767489150166512	0.184081062674522	0	0	0	0.10988250374794	0	0.104903183877468	0	0	0	0	0.170137465000153	0	0.0203362554311752	0	0	0	0	0	0	0	0	0	0	0	0	0.0384265333414078	0.0511469542980194	0.079197034239769	0	0	0.10124396532774	0	0	0	0.0588490851223469	0	0	0	0	0	0	0	0	0	0	0	0	0
cu0622	CUHK	2008	0	0	0.653943061828613	0.131343021988869	0	0	0	0	0	0	0	0	0	0	0	0	0.010674498975277	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0222439616918564	0	0.0224006809294224	0	0	0	0.0317371971905231	0.0834875628352165	0	0	0	0	0	0	0	0	0	0	0	0.0348153822124004
cu0623	CUHK	2008	0.116695992648602	0	0.442933619022369	0	0	0	0	0.093525119125843	0	0	0	0	0	0.096897542476654	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.245817109942436	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cu0625	CUHK	2008	0	0	0	0.0206872243434191	0	0	0	0	0	0	0	0	0	0.0466176904737949	0	0	0.300190061330795	0	0.0262348353862762	0	0	0	0	0	0.125303387641907	0	0	0	0	0	0.0198307000100613	0.0415359884500503	0.0830692648887634	0	0	0	0	0	0	0.0178358666598797	0	0	0	0.273990899324417	0	0	0	0.0222541112452745	0	0
cu0626	CUHK	2008	0.848696231842041	0.13557368516922	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cu0627	CUHK	2008	0	0	0	0.0603789277374744	0	0	0	0.0358884744346142	0	0	0	0	0	0.0714433863759041	0	0	0.0224905703216791	0	0	0	0	0	0	0.0251736398786306	0.0205232873558998	0.035129688680172	0	0	0	0	0.0759088397026062	0	0	0	0.288055121898651	0	0.179316908121109	0.157731369137764	0	0	0	0	0	0	0	0	0.0257520861923695	0	0	0
cu0628	CUHK	2008	0	0	0	0.0386674962937832	0	0	0	0	0	0	0	0	0	0.514637649059296	0	0	0	0	0.10894088447094	0	0.15564851462841	0	0	0	0.101825177669525	0	0	0	0	0	0.0593165531754494	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0172425601631403	0
cu0629	CUHK	2008	0	0	0	0.35642272233963	0	0.0904622003436089	0	0.0342259332537651	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.112131990492344	0.293087184429169	0	0.0134986117482185	0	0.0282958503812551	0	0.0611827895045281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cu0630	CUHK	2008	0	0.054020881652832	0	0	0	0	0	0	0.209420025348663	0	0	0	0	0.0544775500893593	0	0	0.121853597462177	0	0	0	0	0	0	0	0.0579709112644196	0	0	0	0	0	0	0	0.338032394647598	0	0	0	0.0271675381809473	0	0	0	0	0	0	0	0	0	0	0.122605852782726	0	0
cu0631	CUHK	2008	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.933723270893097	0.0164681319147348	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0366649441421032
cu0632	CUHK	2008	0	0.55280727148056	0	0	0	0	0	0.0936540439724922	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0176999196410179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.178069263696671	0	0	0	0	0	0.13228365778923	0
cu0634	CUHK	2008	0	0.0556569434702396	0.0626334846019745	0	0	0	0	0	0	0	0	0	0.0187584944069386	0	0	0	0.368019342422485	0	0	0	0.11343315243721	0	0	0.0825296565890312	0.197058588266373	0	0	0	0	0	0	0	0	0	0	0	0	0.0102801043540239	0	0	0	0	0	0	0	0	0	0.082269161939621	0	0
cu0635	CUHK	2008	0	0	0.308131158351898	0.0272116810083389	0	0	0	0	0	0	0	0	0	0	0	0	0.219379842281342	0	0	0	0.0658219829201698	0	0	0	0.121156521141529	0	0	0	0	0	0	0	0	0	0	0	0	0.213214367628098	0	0	0	0	0	0	0.0123610468581319	0	0	0.0223992075771093	0	0
cu0636	CUHK	2008	0	0	0.111799091100693	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.133071407675743	0	0	0	0.081484742462635	0.428055822849274	0	0	0	0	0	0.0420527644455433	0	0	0	0.0872232764959335	0	0.107028938829899
cu0638	CUHK	2008	0.0174688827246428	0	0	0	0.309975922107696	0	0	0.0598510131239891	0	0	0	0	0	0.573066532611847	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.030814316123724	0	0	0
cu0641	CUHK	2008	0.138920843601227	0.233450174331665	0	0	0.011078187264502	0	0	0.320067197084427	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.219016924500465	0.0546666607260704	0	0	0	0.0183450877666473	0	0	0	0	0	0	0
cu0642	CUHK	2008	0	0	0.0632220059633255	0.352440685033798	0	0	0	0	0	0	0	0	0.0612262971699238	0	0	0	0	0	0	0	0.0745988115668297	0.0807161256670952	0	0	0	0	0	0	0	0	0.0609835386276245	0	0	0	0	0	0.201023742556572	0.0900857672095299	0	0	0	0	0	0	0	0	0	0	0	0
cu0643	CUHK	2008	0.143918931484222	0.263860881328583	0	0	0	0	0	0	0	0	0	0	0	0.0982800945639611	0.394976645708084	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0852792635560036	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cu0644	CUHK	2008	0.18708860874176	0	0.113953068852425	0	0	0	0	0.027777636423707	0	0	0	0	0	0	0.577558100223541	0	0	0	0	0	0	0	0	0	0	0.0668700188398361	0	0	0	0	0	0	0	0.011277437210083	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cu0645	CUHK	2008	0.0754803568124771	0	0	0.510543942451477	0	0	0	0.0741097256541252	0	0	0	0	0.0123164989054203	0.0557993464171886	0.0176671855151653	0	0	0	0.0101259360089898	0	0	0	0	0.0589324235916138	0	0.0513276420533657	0	0	0	0	0	0	0	0	0	0	0	0.130807861685753	0	0	0	0	0	0	0	0	0	0	0	0
cu0646	CUHK	2008	0.228118941187859	0.0822635516524315	0.193324849009514	0	0	0	0	0	0	0	0	0	0	0	0.466347277164459	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cu0647	CUHK	2008	0.152315601706505	0	0.0686064288020134	0	0	0	0	0.201960861682892	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0135546950623393	0	0	0.0908718630671501	0	0	0	0	0	0	0.427171945571899	0	0	0	0	0	0	0.0338957086205482	0	0	0	0	0
cu0648	CUHK	2008	0	0.396729350090027	0	0	0	0	0.034636702388525	0.216112643480301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.158320888876915	0	0	0	0	0	0	0	0	0	0	0	0	0	0.178609818220139	0	0	0	0	0	0	0	0	0	0	0	0
cu0650	CUHK	2008	0.589418113231659	0	0	0	0	0	0	0	0.143260359764099	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.247354000806808	0	0	0	0	0	0	0	0	0	0	0	0
cu0651	CUHK	2008	0.492792725563049	0	0	0	0	0.291702806949615	0	0	0	0	0	0	0	0.0872919633984566	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0275981016457081	0.0940365195274353	0	0	0	0	0	0	0	0	0	0	0	0	0
cu0653	CUHK	2008	0.0903530120849609	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0411785542964935	0	0	0	0	0.369430720806122	0	0	0	0.274804353713989	0	0.136993378400803	0	0	0	0	0	0	0	0	0	0.0811986774206162	0	0	0
cu0654	CUHK	2008	0	0	0.492171764373779	0.0140923941507936	0	0	0	0.0127365281805396	0	0	0	0	0	0.0261427015066147	0	0	0	0	0	0	0	0	0	0.0399088561534882	0	0	0	0	0	0	0	0.0132210236042738	0	0	0	0	0.0350717008113861	0.262154132127762	0	0	0	0	0	0	0	0	0	0.0878785401582718	0	0
cu0655	CUHK	2008	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.374590516090393	0	0	0	0	0	0	0	0.176505446434021	0	0.168155044317245	0	0	0	0	0.0277146678417921	0	0	0	0.165157005190849	0	0	0	0	0	0	0	0	0	0	0	0.0792520195245743	0	0
cu0657	CUHK	2008	0	0	0	0	0.0905101448297501	0	0	0	0	0	0	0	0.301434338092804	0.3141208589077	0	0	0	0	0	0	0	0.0366996973752975	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.109405227005482	0	0	0.138964161276817	0	0	0	0	0	0	0
