;EISSN;title;publisher-country;APC;APC-amount;CCBY;domain;APC-EUR
14349;2473-294X;Progress in Preventive Medicine;United Kingdom;True;1500 USD;False;Medicine;1337.8500000000001
14032;2451-8301;IBRO Reports;United Kingdom;True;1500 USD;False;Medicine;1337.8500000000001
6;1873-6297;Acta Psychologica;Netherlands;True;1500 USD;False;Humanities;1337.8500000000001
4801;2659-5982;Annals of Hepatology;Spain;True;1500 USD;False;Medicine;1337.8500000000001
10737;2235-042X;Journal of Comorbidity;United States;True;1500 USD;False;Medicine;1337.8500000000001
14241;2468-0427;Infectious Disease Modelling;Netherlands;True;1500 USD;False;Medicine;1337.8500000000001
14047;2452-199X;Bioactive Materials;Netherlands;True;1500 USD;False;Science;1337.8500000000001
4865;1876-7958;Neural Regeneration Research;India;True;1500 USD;False;Medicine;1337.8500000000001
14042;2451-9944;Neurobiology of Sleep and Circadian Rhythms;United States;True;1500 USD;False;Science;1337.8500000000001
14039;2451-9588;Computers in Human Behavior Reports;United Kingdom;True;1500 USD;False;Science;1337.8500000000001
17289;2666-5239;Applied Surface Science Advances;Netherlands;True;1500 USD;False;Technology;1337.8500000000001
2332;2372-2614;Agricultural and Resource Economics Review;United Kingdom;True;1500 USD;False;SocialSciences;1337.8500000000001
15149;2529-7333;Molecular Frontiers Journal;Singapore;True;1500 USD;True;Science;1337.8500000000001
6639;1875-6859;Journal of Men's Health;Singapore;True;1500 USD;True;Medicine;1337.8500000000001
1464;2709-0094;Clinical and Experimental Obstetrics & Gynecology;Hong Kong;True;1500 USD;True;Medicine;1337.8500000000001
13858;2444-8656;Applied Mathematics and Nonlinear Sciences;Poland;True;1500 USD;True;Science;1337.8500000000001
14307;2470-5470;Chronic Stress;United States;True;1500 USD;False;Medicine;1337.8500000000001
52;1879-0313;Current Therapeutic Research;Netherlands;True;1500 USD;False;Medicine;1337.8500000000001
7042;1942-2466;Journal of Advances in Modeling Earth Systems;United States;True;1500 USD;False;SocialSciences;1337.8500000000001
7073;1947-5691;Annals of GIS;United Kingdom;True;1500 USD;False;SocialSciences;1337.8500000000001
17176;2667-3800;Urban Governance;Netherlands;True;1500 USD;False;SocialSciences;1337.8500000000001
3154;1348-9585;Journal of Occupational Health;Australia;True;1500 USD;False;Medicine;1337.8500000000001
15658;2561-3278;JMIR Biomedical Engineering;Canada;True;1500 USD;True;Medicine;1337.8500000000001
5389;1729-8814;International Journal of Advanced Robotic Systems;United Kingdom;True;1500 USD;True;Science;1337.8500000000001
8227;2049-937X;Therapeutic Advances in Infectious Disease;United States;True;1500 USD;False;Medicine;1337.8500000000001
2055;1477-3163;Journal of Carcinogenesis;India;True;1500 USD;False;Medicine;1337.8500000000001
14731;2515-8163;Cephalalgia Reports;United Kingdom;True;1500 USD;False;Medicine;1337.8500000000001
5550;1745-5065;Women's Health;United Kingdom;True;1500 USD;False;Medicine;1337.8500000000001
18531;2772-6282;PEC Innovation;Netherlands;True;1500 USD;False;Medicine;1337.8500000000001
18536;2772-6622;Decision Analytics Journal;United States;True;1500 USD;False;SocialSciences;1337.8500000000001
17371;2666-9544;Digital Business;Netherlands;True;1500 USD;False;SocialSciences;1337.8500000000001
8122;2040-2066;Antiviral Chemistry & Chemotherapy;United Kingdom;True;1500 USD;False;Medicine;1337.8500000000001
16104;2590-1370;Biosensors and Bioelectronics: X;Netherlands;True;1500 USD;False;Technology;1337.8500000000001
16824;2634-9833;Composites and Advanced Materials;United Kingdom;True;1500 USD;False;Technology;1337.8500000000001
2082;1778-3593;Geodinamica Acta;United Kingdom;True;1500 USD;False;Science;1337.8500000000001
10087;2188-2061;Health Emergency and Disaster Nursing;Japan;True;1500 USD;True;Medicine;1337.8500000000001
16123;2590-1974;Applied Computing and Geosciences;United Kingdom;True;1500 USD;False;Science;1337.8500000000001
16107;2590-1478;Optical Materials: X;Netherlands;True;1500 USD;False;Science;1337.8500000000001
16796;2633-4895;Implementation Research and Practice;United Kingdom;True;1500 USD;False;Medicine;1337.8500000000001
16797;2633-4941;Therapeutic Advances in Reproductive Health;United Kingdom;True;1500 USD;False;Medicine;1337.8500000000001
15675;2562-7600;JMIR Nursing;Canada;True;1500 USD;True;Medicine;1337.8500000000001
15686;2564-1891;JMIR Infodemiology;Canada;True;1500 USD;True;Medicine;1337.8500000000001
13034;2373-6658;Asian/Pacific Island Nursing Journal;Canada;True;1500 USD;True;Medicine;1337.8500000000001
3689;1839-3373;Policy & Society;United Kingdom;True;1496 USD;False;SocialSciences;1334.2824
13783;2432-3853;Journal of the Anus, Rectum and Colon;Japan;True;200000 JPY;False;Medicine;1323.0
17392;2667-0496;Neurology Perspectives;Spain;True;1480 USD;False;Medicine;1320.012
2236;1607-7946;Nonlinear Processes in Geophysics;Germany;True;1310 EUR;True;Science;1310.0
6008;1812-0792;Ocean Science;Germany;True;1310 EUR;True;SocialSciences;1310.0
17320;2666-6596;Journal of Responsible Technology;United Kingdom;True;1300 EUR;False;Technology;1300.0
1961;1610-1227;Meteorologische Zeitschrift;Germany;True;1300 EUR;False;Science;1300.0
6972;1930-2126;BioResources;United States;True;1452 USD;False;Technology;1295.0388
1981;1557-0703;Occupational Therapy International;United Kingdom;True;1450 USD;True;Medicine;1293.255
17229;2666-1438;Latin American Journal of Central Banking;Netherlands;True;1450 USD;False;SocialSciences;1293.255
17435;2667-3215;SSM: Qualitative Research in Health;United Kingdom;True;1450 USD;False;Medicine;1293.255
18472;2768-3222;Integrative Medicine Reports;United States;True;1450 USD;True;Medicine;1293.255
12207;2325-1026;Elementa: Science of the Anthropocene;United States;True;1450 USD;True;SocialSciences;1293.255
17303;2666-5603;SSM - Mental Health;United Kingdom;True;1450 USD;False;Medicine;1293.255
17433;2667-3185;Artificial Intelligence in the Life Sciences;Netherlands;True;1450 USD;False;Science;1293.255
17302;2666-5581;Wellbeing, Space and Society;United Kingdom;True;1450 USD;False;SocialSciences;1293.255
17834;2688-4844;Women's Health Reports;United States;True;1450 USD;True;Medicine;1293.255
4213;1552-504X;Concepts in Magnetic Resonance: Part B, Magnetic Resonance Engineering;United Kingdom;True;1450 USD;True;Science;1293.255
13406;2405-6324;Technical Innovations & Patient Support in Radiation Oncology;Netherlands;True;1288 EUR;False;Medicine;1288.0
8163;2045-0931;Hepatic Oncology;United Kingdom;True;1415 USD;False;Medicine;1262.0385
8162;2045-0915;CNS Oncology;United Kingdom;True;1415 USD;False;Medicine;1262.0385
1707;1940-9818;BioTechniques;United Kingdom;True;1415 USD;False;Science;1262.0385
8161;2045-0893;Melanoma Management;United Kingdom;True;1415 USD;False;Medicine;1262.0385
8165;2045-1407;International Journal of Hematologic Oncology;United Kingdom;True;1415 USD;False;Medicine;1262.0385
8160;2045-0877;International Journal of Endocrine Oncology;United Kingdom;True;1415 USD;False;Medicine;1262.0385
5689;1758-1931;Breast Cancer Management;United Kingdom;True;1415 USD;False;Medicine;1262.0385
16727;2631-3316;Future Drug Discovery;United Kingdom;True;1415 USD;False;Medicine;1262.0385
8383;2056-3299;Concussion;United Kingdom;True;1415 USD;True;Medicine;1262.0385
18754;2813-2092;Journal of Abdominal Wall Surgery;Switzerland;True;1250 EUR;True;Medicine;1250.0
4751;1661-8734;Swiss Journal of Geosciences;United Kingdom;True;1250 EUR;True;Science;1250.0
6721;1988-8856;Revista Española de Cirugía Ortopédica y Traumatología;Spain;True;1250 EUR;False;Medicine;1250.0
8224;2049-6958;Multidisciplinary Respiratory Medicine;Italy;True;1250 EUR;False;Medicine;1250.0
4479;1757-9996;Oral Health and Preventive Dentistry;Germany;True;1250 EUR;True;Medicine;1250.0
3774;1757-9988;The Journal of Adhesive Dentistry;Germany;True;1250 EUR;True;Medicine;1250.0
17412;2667-1425;Pharmacological Research - Modern Chinese Medicine;Netherlands;True;1400 USD;False;Medicine;1248.66
17347;2666-8211;Chemical Engineering Journal Advances;Netherlands;True;1400 USD;False;Technology;1248.66
17314;2666-6294;Graphics and Visual Computing;United Kingdom;True;1400 USD;False;Science;1248.66
18534;2772-655X;World Development Sustainability;United Kingdom;True;1400 USD;False;SocialSciences;1248.66
16117;2590-1621;Atmospheric Environment: X;United Kingdom;True;1400 USD;False;Science;1248.66
18537;2772-6711;e-Prime: Advances in Electrical Engineering, Electronics and Energy;United Kingdom;True;1400 USD;False;Technology;1248.66
18506;2772-4166;Journal of Hazardous Materials Advances;Netherlands;True;1400 USD;False;Technology;1248.66
10125;2192-4414;EURO Journal on Computational Optimization;United Kingdom;True;1400 USD;False;Science;1248.66
17394;2667-064X;Plant Stress;Netherlands;True;1400 USD;False;Science;1248.66
16128;2590-2520;City and Environment Interactions;United Kingdom;True;1400 USD;False;SocialSciences;1248.66
10680;2153-3539;Journal of Pathology Informatics;United States;True;1400 USD;False;Medicine;1248.66
17425;2667-2545;Journal of Cartilage & Joint Preservation;Netherlands;True;1400 USD;False;Medicine;1248.66
11962;2314-4912;Journal of Engineering;United Kingdom;True;1400 USD;True;Technology;1248.66
9783;2168-0450;Applications in Plant Sciences;United States;True;1400 USD;False;Science;1248.66
10124;2192-4384;EURO Journal on Transportation and Logistics;Netherlands;True;1400 USD;False;Technology;1248.66
9225;2090-0155;Journal of Electrical and Computer Engineering;United Kingdom;True;1400 USD;True;Technology;1248.66
5101;1687-739X;Journal of Computer Systems, Networks, and Communications;United Kingdom;True;1400 USD;True;Science;1248.66
1220;1851-7617;Revista Argentina de Microbiología;Spain;True;1400 USD;False;Science;1248.66
5118;1687-8736;International Journal of Dentistry;United Kingdom;True;1400 USD;True;Medicine;1248.66
5600;1751-732X;Animal;Netherlands;True;1400 USD;False;Agriculture;1248.66
17202;2665-9131;Osteoarthritis and Cartilage Open;United Kingdom;True;1400 USD;False;Medicine;1248.66
8133;2041-2851;AoB Plants;United Kingdom;True;1400 USD;True;Science;1248.66
9256;2090-2255;Biochemistry Research International;United Kingdom;True;1400 USD;True;Science;1248.66
12664;2352-9148;Informatics in Medicine Unlocked;United Kingdom;True;1400 USD;False;Medicine;1248.66
5147;1687-9813;Journal of Environmental and Public Health;United Kingdom;True;1400 USD;True;Medicine;1248.66
14277;2468-9122;Burns Open;United Kingdom;True;1400 USD;False;Medicine;1248.66
9314;2090-715X;Journal of Computer Networks and Communications;United Kingdom;True;1400 USD;True;Science;1248.66
17237;2666-1888;Sustainable Futures;United Kingdom;True;1400 USD;False;SocialSciences;1248.66
5078;1687-5257;Journal of Control Science and Engineering;United Kingdom;True;1400 USD;True;Science;1248.66
9780;2167-8359;PeerJ;United States;True;1395 USD;True;Medicine;1244.2005000000001
13064;2376-5992;PeerJ Computer Science;United States;True;1395 USD;True;Science;1244.2005000000001
1169;1423-0100;Intervirology;Switzerland;True;"1250 CHF; 1150 EUR; 1250 USD";False;Medicine;1242.5
13861;2444-8842;European Research on Management and Business Economics;Spain;True;1240 EUR;False;SocialSciences;1240.0
16079;2590-0072;Micro and Nano Engineering;Netherlands;True;1380 USD;False;Technology;1230.8220000000001
15812;2578-7519;OSA Continuum;United States;True;1372 USD;False;Science;1223.6868
18482;2770-0208;Optics Continuum;United States;True;1372 USD;False;Science;1223.6868
10397;2214-9996;Annals of Global Health;United Kingdom;True;1365 USD;True;Medicine;1217.4435
13112;2382-1205;Journal of Medical Education and Curricular Development;United Kingdom;True;1355 USD;False;Medicine;1208.5245
3687;1449-2288;International Journal of Biological Sciences;Australia;True;2000 AUD;False;Science;1204.2
3686;1449-1907;International Journal of Medical Sciences;Australia;True;2000 AUD;False;Medicine;1204.2
6263;1837-9664;Journal of Cancer;Australia;True;2000 AUD;False;Medicine;1204.2
9786;2168-2372;IEEE Journal of Translational Engineering in Health and Medicine;United States;True;1350 USD;False;Medicine;1204.065
808;1932-8745;Scanning;United Kingdom;True;1350 USD;True;Science;1204.065
9789;2168-6734;IEEE Journal of the Electron Devices Society;United States;True;1350 USD;False;Technology;1204.065
5086;1687-6083;Science and Technology of Nuclear Installations;United Kingdom;True;1350 USD;True;Technology;1204.065
3830;1472-3654;Archaea;United Kingdom;True;1350 USD;True;Science;1204.065
8331;2054-4200;Global Health, Epidemiology and Genomics;United Kingdom;True;1350 USD;True;Medicine;1204.065
5100;1687-7365;Advances in High Energy Physics;United Kingdom;True;1350 USD;True;Science;1204.065
17823;2687-7910;IEEE Open Access Journal of Power and Energy;United States;True;1350 USD;False;Technology;1204.065
5107;1687-8124;Advances in Condensed Matter Physics;United Kingdom;True;1350 USD;True;Science;1204.065
5133;1687-9392;International Journal of Optics;United Kingdom;True;1350 USD;True;Science;1204.065
4303;1687-479X;Bioinorganic Chemistry and Applications;United Kingdom;True;1350 USD;True;Science;1204.065
5143;1687-9694;Journal of Tropical Medicine;United Kingdom;True;1350 USD;True;Medicine;1204.065
9704;2158-3226;AIP Advances;United States;True;1350 USD;True;Science;1204.065
1148;2048-4038;Adsorption Science & Technology;United Kingdom;True;1350 USD;True;Science;1204.065
18414;2754-2726;ECS Sensors Plus;United Kingdom;True;1350 USD;True;Technology;1204.065
18415;2754-2734;ECS Advances;United Kingdom;True;1350 USD;True;Technology;1204.065
16077;2590-0056;Array;United States;True;1350 USD;False;Science;1204.065
4789;1664-5456;Cerebrovascular Diseases Extra;Switzerland;True;"1350 USD; 1150 EUR; 1250 CHF";False;Medicine;1204.065
4229;1555-4317;Contrast Media & Molecular Imaging;United Kingdom;True;1350 USD;True;Medicine;1204.065
12243;2329-9231;IEEE Journal on Exploratory Solid-State Computational Devices and Circuits;United States;True;1350 USD;False;Technology;1204.065
8183;2046-1402;F1000Research;United Kingdom;True;1350 USD;True;Science;1204.065
15671;2561-987X;Canadian Prosthetics & Orthotics Journal;Canada;True;1800 CAD;True;Medicine;1200.24
4484;1605-8127;Reviews on Advanced Materials Science;Poland;True;1200 EUR;True;Technology;1200.0
889;2754-2572;Stosunki Międzynarodowe;United Kingdom;True;1200 EUR;True;SocialSciences;1200.0
3158;1880-5981;Earth, Planets and Space;United Kingdom;True;1200 EUR;True;Science;1200.0
11470;2300-0929;Autex Research Journal;Poland;True;1200 EUR;True;Technology;1200.0
13249;2391-5420;Open Chemistry;Poland;True;1200 EUR;True;Science;1200.0
10116;2191-950X;Advances in Nonlinear Analysis;Poland;True;1200 EUR;True;Science;1200.0
15729;2571-6182;Plasma;Switzerland;True;1200 CHF;True;Science;1192.8
11932;2313-5778;Genealogy;Switzerland;True;1200 CHF;True;SocialSciences;1192.8
8046;2035-8377;Neurology International;Switzerland;True;1200 CHF;True;Medicine;1192.8
16663;2624-5175;Clocks & Sleep;Switzerland;True;1200 CHF;True;Medicine;1192.8
16665;2624-5647;Gastrointestinal Disorders;Switzerland;True;1200 CHF;True;Medicine;1192.8
15737;2571-8800;J;Switzerland;True;1200 CHF;True;Science;1192.8
15738;2571-905X;Stats;Switzerland;True;1200 CHF;True;SocialSciences;1192.8
16681;2624-8611;Psych;Switzerland;True;1200 CHF;True;Humanities;1192.8
16689;2624-960X;Quantum Reports;Switzerland;True;1200 CHF;True;Science;1192.8
11667;2305-6290;Logistics;United States;True;1200 CHF;True;SocialSciences;1192.8
8785;2077-1444;Religions;Switzerland;True;1200 CHF;True;Humanities;1192.8
8744;2076-0752;Arts;Switzerland;True;1200 CHF;True;Humanities;1192.8
16669;2624-7402;AgriEngineering;Switzerland;True;1200 CHF;True;Technology;1192.8
13510;2409-9287;Philosophies;Switzerland;True;1200 CHF;True;Humanities;1192.8
13619;2413-8851;Urban Science;Switzerland;True;1200 CHF;True;SocialSciences;1192.8
6915;1911-8074;Journal of Risk and Financial Management;Switzerland;True;1200 CHF;True;SocialSciences;1192.8
13608;2413-4155;Sci;Switzerland;True;1200 CHF;True;Science;1192.8
8108;2039-4349;Audiology Research;Switzerland;True;1200 CHF;True;Medicine;1192.8
11390;2296-3529;Dermatopathology;Switzerland;True;1200 CHF;True;Medicine;1192.8
8070;2036-7503;Pediatric Reports;Switzerland;True;1200 CHF;True;Medicine;1192.8
8730;2075-471X;Laws;Switzerland;True;1200 CHF;True;SocialSciences;1192.8
1946;1349-9092;Journal of Epidemiology;Japan;True;180000 JPY;True;Medicine;1190.7
11839;2311-2638;Microbial Cell;Austria;True;1190 EUR;True;Science;1190.0
18298;2730-5422;Fixed Point Theory and Algorithms for Sciences and Engineering;United Kingdom;True;1190 EUR;True;Science;1190.0
14903;2523-0204;Cell Stress;Austria;True;1190 EUR;True;Science;1190.0
14208;2464-1596;Nordic Journal of Literacy Research;Norway;True;14000 NOK;True;Humanities;1181.46
7065;1946-3146;International Journal of Urban Sustainable Development;United Kingdom;True;"1160 EUR; 1000 GBP; 1270 USD";False;SocialSciences;1160.0
10833;2214-0697;Journal of Materials Research and Technology;Netherlands;True;1300 USD;False;Technology;1159.47
6367;1847-9804;Nanomaterials and Nanotechnology;United Kingdom;True;1300 USD;True;Technology;1159.47
17382;2667-0062;Soil Security;United Kingdom;True;1300 USD;False;Science;1159.47
17262;2666-3740;International Journal of Educational Research Open;United Kingdom;True;1300 USD;False;Education;1159.47
8284;2052-2975;New Microbes and New Infections;United Kingdom;True;1300 USD;False;Medicine;1159.47
14355;2473-974X;OTO Open;United States;True;1300 USD;False;Medicine;1159.47
17288;2666-5220;Brain Multiphysics;United Kingdom;True;1300 USD;False;Medicine;1159.47
17301;2666-5573;Computers and Education Open;United Kingdom;True;1300 USD;False;Science;1159.47
18114;2713-3745;Journal of Creativity;United Kingdom;True;1300 USD;False;Humanities;1159.47
14703;2514-4820;Journal of Cognition;United Kingdom;True;1150 EUR;True;Humanities;1150.0
10134;2193-0074;Fossil Record;Germany;True;1150 EUR;True;Science;1150.0
16887;2641-5275;Biomaterial Investigations in Dentistry;United Kingdom;True;1150 EUR;False;Medicine;1150.0
12255;2330-7803;Inflammation and Cell Signaling;United States;True;1280 USD;True;Medicine;1141.632
9650;2151-3740;International Journal of Biodiversity Science, Ecosystem Services & Management;United Kingdom;True;1270 USD;False;SocialSciences;1132.713
16868;2639-5940;Environmental Pollutants & Bioavailability;United Kingdom;True;1270 USD;False;SocialSciences;1132.713
5379;1813-4424;SAHARA-J;United Kingdom;True;1270 USD;False;Medicine;1132.713
1967;1360-0494;Connection Science;United Kingdom;True;1270 USD;False;Science;1132.713
6679;1884-9970;SICE Journal of Control, Measurement, and System Integration;United Kingdom;True;1270 USD;False;Technology;1132.713
18749;2813-0456;Frontiers in Thermal Engineering;Switzerland;True;1260 USD;True;Technology;1123.794
17316;2666-6391;JSES Reviews, Reports, and Techniques;United States;True;1250 USD;False;Medicine;1114.875
6643;1876-035X;Journal of Infection and Public Health;United Kingdom;True;1250 USD;False;Medicine;1114.875
16693;2625-1825;Organic Materials;Germany;True;1250 USD;False;Science;1114.875
17356;2666-9110;Journal of Hazardous Materials Letters;Netherlands;True;1250 USD;False;Technology;1114.875
7020;2151-1535;IEEE Journal of Selected Topics in Applied Earth Observations and Remote Sensing;United States;True;1250 USD;False;Science;1114.875
18527;2772-5863;Multimodal Transportation;United Kingdom;True;1250 USD;False;Technology;1114.875
17305;2666-5727;Thrombosis Update;United Kingdom;True;1250 USD;False;Medicine;1114.875
18496;2772-3690;Additive Manufacturing Letters;Netherlands;True;1250 USD;False;Technology;1114.875
12633;2352-3646;NFS Journal;Netherlands;True;1250 USD;False;Technology;1114.875
18509;2772-4212;Journal of Membrane Science Letters;Netherlands;True;1250 USD;False;Science;1114.875
18511;2772-4247;Communications in Transportation Research;United Kingdom;True;1250 USD;False;Technology;1114.875
17853;2689-4653;Androgens;United States;True;1250 USD;True;Medicine;1114.875
8290;2052-4986;Transactions of the London Mathematical Society;United Kingdom;True;1250 USD;False;Science;1114.875
10401;2215-0382;Colloid and Interface Science Communications;Netherlands;True;1250 USD;False;Technology;1114.875
17315;2666-6383;JSES International;United States;True;1250 USD;False;Medicine;1114.875
18526;2772-5820;Advances in Sample Preparation;Netherlands;True;1250 USD;False;Science;1114.875
17849;2689-2820;Palliative Medicine Reports;United States;True;1250 USD;False;Medicine;1114.875
1156;1557-9263;Journal of Field Ornithology;United States;True;1250 USD;True;Science;1114.875
11154;2257-7750;Mechanics & Industry;France;True;1100 EUR;True;Technology;1100.0
9484;2115-7251;Journal of Space Weather and Space Climate;France;True;1100 EUR;True;Science;1100.0
2084;1432-0576;Annales Geophysicae;Germany;True;1100 EUR;True;Science;1100.0
8477;2063-4269;International Review of Applied Sciences and Engineering;Hungary;True;1100 EUR;False;Technology;1100.0
8110;2039-4403;Nursing Reports;Switzerland;True;1100 CHF;True;Medicine;1093.4
8440;2058-5543;Journal of Urban Ecology;United Kingdom;True;1224 USD;False;Science;1091.6856
2049;0974-7826;Journal of Laboratory Physicians;India;True;"100000 INR; 200 USD";False;Medicine;1090.0
18510;2772-4220;Journal of Ionic Liquids;Netherlands;True;1200 USD;False;Science;1070.28
12665;2352-9393;Clinical Nutrition Experimental;United States;True;1200 USD;False;Technology;1070.28
18503;2772-3976;Cleaner Materials;United Kingdom;True;1200 USD;False;Technology;1070.28
14370;2474-7882;Environmental Epidemiology;United States;True;1200 USD;False;Technology;1070.28
13679;2420-8124;Health Psychology Research;United States;True;1200 USD;False;Medicine;1070.28
17355;2666-9005;Climate Change Ecology;United States;True;1200 USD;False;Science;1070.28
10606;2589-0360;Journal of Urban Management;Taiwan;True;1200 USD;False;SocialSciences;1070.28
5672;1756-8285;International Journal of Spray and Combustion Dynamics;United Kingdom;True;1200 USD;False;Technology;1070.28
798;2048-4054;Energy Exploration & Exploitation;United Kingdom;True;1200 USD;True;Technology;1070.28
5673;1756-8307;International Journal of Micro Air Vehicles;United Kingdom;True;1200 USD;False;Technology;1070.28
16040;2589-3610;Chinese Herbal Medicines;Netherlands;True;1200 USD;False;Medicine;1070.28
208;1518-8787;Revista de Saúde Pública;Brazil;True;1200 USD;True;Medicine;1070.28
12289;2333-7214;Gerontology and Geriatric Medicine;United States;True;1200 USD;False;Medicine;1070.28
18524;2772-5669;Journal of Future Foods;China;True;1200 USD;False;Technology;1070.28
12284;2333-3928;Health Services Research & Managerial Epidemiology;United States;True;1200 USD;False;Medicine;1070.28
9702;2158-2440;SAGE Open;United States;True;1200 USD;True;SocialSciences;1070.28
9683;2156-5899;Journal of Evidence-Based Complementary & Alternative Medicine;United States;True;1200 USD;False;Medicine;1070.28
9675;2155-3874;Human-Wildlife Interactions;United States;True;1200 USD;True;Science;1070.28
3773;2048-4046;Journal of Low Frequency Noise, Vibration and Active Control;United States;True;1200 USD;False;Science;1070.28
9637;2150-1327;Journal of Primary Care & Community Health;United States;True;1200 USD;False;Medicine;1070.28
9239;2090-1224;Journal of Advanced Research;Netherlands;True;1200 USD;False;Science;1070.28
1976;2633-366X;Advanced Composites Letters;United Kingdom;True;1200 USD;False;Technology;1070.28
14044;2213-3984;Clinical Epidemiology and Global Health;Netherlands;True;1200 USD;False;Medicine;1070.28
17263;2666-3783;Digital Geography and Society;United Kingdom;True;1200 USD;False;SocialSciences;1070.28
14658;2508-9056;Exercise Medicine;Korea;True;1200 USD;True;Medicine;1070.28
6366;1847-9790;International Journal of Engineering Business Management;United Kingdom;True;1200 USD;True;SocialSciences;1070.28
2695;1179-5468;Clinical Medicine Insights: Cardiology;United Kingdom;True;1200 USD;False;Medicine;1070.28
17427;2667-2685;Clinical Nutrition Open Science;United Kingdom;True;1200 USD;False;Technology;1070.28
15752;2572-9241;HemaSphere;United States;True;1200 USD;False;Medicine;1070.28
5571;1748-3026;Journal of Algorithms & Computational Technology;United Kingdom;True;1200 USD;False;Science;1070.28
8044;2035-8164;Orthopedic Reviews;United States;True;1200 USD;False;Medicine;1070.28
17984;2705-1188;STEMedicine;Singapore;True;1200 USD;True;Science;1070.28
275;1945-7243;Inquiry: The Journal of Health Care Organization, Provision, and Financing;United States;True;1200 USD;False;Medicine;1070.28
10306;2211-419X;African Journal of Emergency Medicine;Netherlands;True;1200 USD;False;Medicine;1070.28
17340;2666-7843;Cleaner and Responsible Consumption;United Kingdom;True;1200 USD;False;SocialSciences;1070.28
17341;2666-7894;Cleaner Environmental Systems;United Kingdom;True;1200 USD;False;Technology;1070.28
103;2051-8730;Measurement + Control;United Kingdom;True;1200 USD;True;Technology;1070.28
17342;2666-7908;Cleaner Engineering and Technology;United Kingdom;True;1200 USD;False;Technology;1070.28
18545;2772-7823;Cleaner Chemical Engineering;United Kingdom;True;1200 USD;False;Technology;1070.28
18539;2772-7076;IJID Regions;United Kingdom;True;1200 USD;False;Medicine;1070.28
8151;2043-8087;Journal of Experimental Psychopathology;United Kingdom;True;1200 USD;False;Medicine;1070.28
17845;2689-0208;Technology, Mind, and Behavior;United States;True;1200 USD;False;Humanities;1070.28
8196;2047-2986;Journal of Global Health;United Kingdom;True;1200 USD;True;Medicine;1070.28
17343;2666-7916;Cleaner Production Letters;United Kingdom;True;1200 USD;False;Technology;1070.28
14353;2473-6988;AIMS Mathematics;United States;True;1200 USD;True;Science;1070.28
14725;2515-690X;Journal of Evidence-Based Integrative Medicine;United States;True;1200 USD;False;Medicine;1070.28
17234;2666-1667;STAR Protocols;United States;True;"161200 JPY; 1200 GBP; 1300 EUR; 1500 USD";False;Science;1066.338
17879;2691-6630;PeerJ Analytical Chemistry;United States;True;1195 USD;True;Science;1065.8205
17880;2691-6657;PeerJ Materials Science;United States;True;1195 USD;True;Science;1065.8205
17860;2689-7733;PeerJ Physical Chemistry;United States;True;1195 USD;True;Science;1065.8205
17139;2662-4966;Microplastics and Nanoplastics;United Kingdom;True;1060 EUR;True;Technology;1060.0
6744;2387-4562;Arctic Review on Law and Politics;Norway;True;12500 NOK;True;SocialSciences;1054.875
12984;2368-7460;Arctic Science;Canada;True;"1575 CAD; 1575 USD";True;SocialSciences;1050.2099999999998
3295;2538-8460;Journal of Vibroengineering;Lithuania;True;1050 EUR;True;Technology;1050.0
10020;2183-2463;Politics and Governance;Portugal;True;1050 EUR;True;SocialSciences;1050.0
12966;2366-7451;Wind Energy Science;Germany;True;1050 EUR;True;Technology;1050.0
10019;2183-2439;Media and Communication;Portugal;True;1050 EUR;True;Humanities;1050.0
10021;2183-2803;Social Inclusion;Portugal;True;1050 EUR;True;SocialSciences;1050.0
10035;2183-7635;Urban Planning;Portugal;True;1050 EUR;True;SocialSciences;1050.0
4768;1662-6575;Case Reports in Oncology;Switzerland;True;"1170 USD; 1000 EUR; 1070 CHF";False;Medicine;1043.5230000000001
2090;2609-7125;Xibei Gongye Daxue Xuebao;China;True;8000 CNY;True;Technology;1032.0
8205;2048-0040;JRSM Cardiovascular Disease;United Kingdom;True;1155 USD;False;Medicine;1030.1445
10242;2199-398X;SOIL;Germany;True;1030 EUR;True;Science;1030.0
16675;2624-8212;Frontiers in Artificial Intelligence;Switzerland;True;1150 USD;True;Science;1025.685
16684;2624-893X;Frontiers in Forests and Global Change;Switzerland;True;1150 USD;True;SocialSciences;1025.685
16685;2624-909X;Frontiers in Big Data;Switzerland;True;1150 USD;True;Technology;1025.685
16671;2624-7852;Frontiers in Blockchain;Switzerland;True;1150 USD;True;Technology;1025.685
16687;2624-9375;Frontiers in Water;Switzerland;True;1150 USD;True;Technology;1025.685
16688;2624-9553;Frontiers in Climate;Switzerland;True;1150 USD;True;SocialSciences;1025.685
15748;2572-4754;Gates Open Research;United Kingdom;True;1150 USD;True;Medicine;1025.685
16691;2624-9898;Frontiers in Computer Science;Switzerland;True;1150 USD;True;Science;1025.685
11414;2296-987X;Frontiers in Astronomy and Space Sciences;Switzerland;True;1150 USD;True;Science;1025.685
17605;2673-8600;Frontiers in Insect Science;Switzerland;True;"1150 USD; 1900 USD";True;Science;1025.685
11422;2297-3079;Frontiers in Mechanical Engineering;Switzerland;True;1150 USD;True;Technology;1025.685
17540;2673-4524;Frontiers in Sustainability;Switzerland;True;1150 USD;True;SocialSciences;1025.685
11425;2297-4687;Frontiers in Applied Mathematics and Statistics;Switzerland;True;1150 USD;True;Science;1025.685
